condition,response,row_number,trial_name,index_observation,index_utterance,id
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,20,55
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,55
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,21,55
0,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",main_trials,5,22,55
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,28,55
0,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,55
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,52
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,52
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,52
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,52
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,52
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,52
0,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,52
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,52
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,52
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,52
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,52
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,52
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,52
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,52
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,15,52
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,52
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",main_trials,8,27,52
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,52
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,52
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,52
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,9
1,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,21,9
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",main_trials,2,10,9
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,9
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,9
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,9
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,9
0,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,9
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,9
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,23,9
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,9
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,9
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,9
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,9
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,9
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,9
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,9
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,28,9
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,9
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,9
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,12
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,12
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,12
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,12
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,12
0,"['all', 'some', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,27,12
0,"['none', 'some', 'wrong']","[12, 12, 12, 12, 12]",main_trials,2,3,12
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,12
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,12
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,12
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,21,12
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,12
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,27,12
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,15,12
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,12
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,12
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,12
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,12
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,20,12
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,12
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,42
0,"['most', 'some', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,19,42
0,"['some', 'some', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,11,42
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,42
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,42
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,42
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,42
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,42
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",main_trials,2,10,42
0,"['most', 'some', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,19,42
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,12,42
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",main_trials,5,22,42
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,42
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,42
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,13,42
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,42
0,"['some', 'most', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,13,42
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,42
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,42
1,"['some', 'none', 'right']","[0, 0, 0, 0, 0]",main_trials,13,8,42
