condition,response,row_number,index_observation,index_utterance,id
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,35
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,35
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,35
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,35
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,21,35
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,35
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,35
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,35
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,35
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,29,35
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,35
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,35
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,11,35
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,35
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",6,28,12
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,12
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,12
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,21,12
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,12
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,12
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,21,12
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",12,29,12
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,12
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",0,12,12
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,12
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",16,22,12
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,12
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",14,23,12
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,12
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,12
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,12
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,12
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,12
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,12
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,46
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,19,46
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,21,46
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,46
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,46
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,46
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,46
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",9,14,46
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,46
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,21,46
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,46
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",13,6,46
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,21,46
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",7,10,46
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",15,6,46
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",3,6,46
1,"['most', 'most', 'right']","[12, 12, 12, 0, 0]",18,20,46
0,"['most', 'most', 'wrong']","[3, 3, 0, 0, 0]",12,21,46
1,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",16,20,46
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,30
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,30
0,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",13,26,30
0,"['most', 'some', 'wrong']","[9, 9, 3, 3, 3]",0,19,30
1,"['most', 'some', 'right']","[9, 9, 9, 0, 0]",2,18,30
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",8,20,30
0,"['some', 'some', 'wrong']","[12, 12, 9, 3, 3]",9,11,30
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,30
1,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",17,10,30
1,"['most', 'some', 'right']","[12, 12, 9, 9, 9]",6,18,30
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,30
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,30
0,"['some', 'some', 'wrong']","[12, 12, 12, 0, 0]",18,11,30
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,30
0,"['most', 'most', 'wrong']","[9, 9, 0, 0, 0]",14,21,30
1,"['some', 'some', 'wrong']","[3, 3, 0, 0, 0]",12,11,30
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,30
1,"['most', 'some', 'right']","[12, 12, 3, 0, 0]",11,18,30
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,30
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,30
0,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",8,14,48
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,48
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,48
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,48
0,"['all', 'some', 'right']","[12, 12, 3, 3, 3]",10,26,48
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,48
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",16,28,48
1,"['some', 'most', 'right']","[12, 12, 9, 3, 3]",9,12,48
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,48
0,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,48
0,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,48
0,"['some', 'all', 'right']","[12, 12, 12, 0, 0]",18,14,48
0,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",6,28,48
0,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",13,26,48
0,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",17,10,48
1,"['some', 'most', 'right']","[12, 12, 3, 0, 0]",11,12,48
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",0,26,48
0,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,48
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,48
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",2,12,48
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",0,12,25
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,25
0,"['some', 'most', 'right']","[12, 12, 12, 12, 12]",1,12,25
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,25
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",12,23,25
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,25
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,25
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,21,25
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",17,15,25
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",6,28,25
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,25
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,25
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,25
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,25
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,25
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,25
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",15,24,25
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,25
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,25
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,25
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,32
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,21,32
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,32
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,32
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,21,32
1,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",16,20,32
0,"['most', 'most', 'wrong']","[12, 12, 0, 0, 0]",4,21,32
0,"['some', 'some', 'wrong']","[12, 12, 12, 0, 0]",18,11,32
1,"['some', 'some', 'right']","[9, 9, 3, 3, 3]",0,10,32
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,32
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,32
1,"['some', 'some', 'right']","[9, 9, 0, 0, 0]",14,10,32
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,32
0,"['some', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,11,32
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,32
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,21,32
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,32
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",7,10,32
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",8,20,32
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,4
0,"['some', 'none', 'right']","[12, 12, 12, 0, 0]",18,8,4
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,21,4
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,4
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",16,22,4
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",11,15,4
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",15,11,4
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,21,4
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,4
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,4
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,4
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,4
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,4
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,4
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,4
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,11,4
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",14,23,4
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,4
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",17,27,4
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,4
0,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",3,20,59
0,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,59
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,59
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,59
0,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,59
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",15,24,59
0,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,59
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",0,12,59
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,59
0,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",8,14,59
0,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",7,10,59
0,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,59
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",16,22,59
0,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,59
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,59
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,59
1,"['some', 'all', 'right']","[12, 12, 9, 9, 9]",6,14,59
0,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,59
0,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,59
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,59
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,23
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,21,23
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,23
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,23
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",1,10,23
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",16,28,23
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",0,12,23
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",15,11,23
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",2,15,23
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,23
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,23
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",17,27,23
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",6,28,23
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,23
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",12,29,23
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,23
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,23
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,23
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,23
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,23
0,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,1
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,1
1,"['some', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,15,1
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",9,14,1
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,1
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",11,15,1
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,1
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",2,15,1
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,1
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,29,1
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,1
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,13,1
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",16,22,1
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,1
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",17,15,1
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,11,1
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,1
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,1
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,1
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,3
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,3
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",2,12,3
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,3
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,13,3
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,3
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,3
1,"['some', 'all', 'right']","[12, 12, 9, 9, 9]",6,14,3
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",17,15,3
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",11,15,3
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",13,13,3
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,3
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,3
0,"['some', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,11,3
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,3
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,3
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,3
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,3
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,3
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,40
1,"['some', 'some', 'wrong']","[3, 3, 0, 0, 0]",12,11,40
0,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",8,20,40
1,"['some', 'some', 'right']","[9, 9, 0, 0, 0]",14,10,40
1,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",2,15,40
0,"['some', 'none', 'right']","[12, 12, 3, 0, 0]",11,8,40
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,40
0,"['most', 'none', 'right']","[12, 12, 0, 0, 0]",4,16,40
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,40
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,40
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,21,40
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,21,40
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,21,40
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,13,40
1,"['some', 'most', 'right']","[9, 9, 9, 3, 3]",13,12,40
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,40
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",3,20,40
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",9,14,40
0,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",19,18,40
0,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,58
0,"['some', 'some', 'wrong']","[12, 12, 3, 0, 0]",11,11,58
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,58
0,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,58
1,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,21,58
0,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,58
0,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,58
0,"['most', 'most', 'right']","[12, 12, 12, 0, 0]",18,20,58
1,"['most', 'most', 'wrong']","[9, 9, 0, 0, 0]",14,21,58
1,"['some', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,13,58
0,"['most', 'most', 'wrong']","[3, 3, 0, 0, 0]",12,21,58
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",3,20,58
1,"['some', 'some', 'right']","[12, 12, 3, 3, 3]",10,10,58
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,58
1,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",16,20,58
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",8,20,58
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,21,58
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,58
1,"['some', 'some', 'right']","[9, 9, 9, 0, 0]",2,10,58
1,"['most', 'most', 'wrong']","[12, 12, 0, 0, 0]",4,21,58
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,37
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",13,13,37
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,37
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,37
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,21,37
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,37
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,37
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",3,6,37
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,37
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,37
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,37
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",12,29,37
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,37
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,37
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",14,23,37
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,37
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,37
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,37
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,37
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",16,22,55
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,55
1,"['none', 'all', 'right']","[3, 3, 0, 0, 0]",12,6,55
1,"['some', 'all', 'right']","[12, 12, 9, 9, 9]",6,14,55
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",3,6,55
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,55
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,55
0,"['none', 'all', 'right']","[3, 3, 3, 3, 3]",7,6,55
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,55
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,55
0,"['some', 'none', 'right']","[9, 9, 3, 0, 0]",17,8,55
0,"['none', 'all', 'right']","[9, 9, 3, 3, 3]",0,6,55
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,55
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,55
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,55
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,55
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,55
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,55
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,55
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",13,6,55
0,"['most', 'none', 'right']","[12, 12, 0, 0, 0]",4,16,41
0,"['most', 'some', 'right']","[12, 12, 3, 0, 0]",11,18,41
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,41
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,41
0,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,41
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,41
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,19,41
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,41
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",0,12,41
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,41
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,41
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,41
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,41
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,41
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,41
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,41
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,21,41
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,29,41
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,41
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,41
1,"['none', 'all', 'right']","[9, 9, 3, 3, 3]",0,6,44
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,44
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",14,23,44
0,"['none', 'all', 'right']","[3, 3, 3, 3, 3]",7,6,44
0,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",3,20,44
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,44
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,44
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",13,6,44
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",6,28,44
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,44
1,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",16,20,44
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,44
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,44
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,44
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",2,15,44
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,44
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,44
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,44
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,44
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,44
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,21,15
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,15
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,21,15
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,15
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",13,13,15
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,21,15
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,15
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,15
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,15
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,15
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,15
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,15
1,"['all', 'some', 'wrong']","[0, 0, 0, 0, 0]",15,27,15
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,15
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,15
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,15
0,"['some', 'most', 'wrong']","[12, 12, 9, 0, 0]",5,13,15
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,15
