condition,response,row_number,array_size_condition,index_array_size_condition,index_observation,index_utterance,id
1,"['most', 'all', 'right']","[6, 6, 6, 1, 1]",narrowShort,2,13,22,115
1,"['some', 'most', 'right']","[6, 6, 1, 1, 1]",narrowShort,2,15,12,115
0,"['all', 'most', 'wrong']","[1, 1, 1, 1, 1]",narrowShort,2,8,29,115
0,"['most', 'most', 'wrong']","[5, 5, 1, 0, 0]",narrowShort,2,14,21,115
1,"['some', 'some', 'right']","[1, 1, 1, 0, 0]",narrowShort,2,4,10,115
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,15,114
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,22,114
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,12,114
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,30,114
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,10,114
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,15,114
0,"['some', 'most', 'wrong']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,13,114
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,31,114
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,21,114
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,20,114
1,"['some', 'most', 'right']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,12,114
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,27,114
0,"['some', 'some', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,11,114
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,21,114
1,"['all', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,28,114
1,"['some', 'all', 'right']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,14,114
1,"['most', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,20,114
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,26,114
1,"['some', 'some', 'right']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,10,114
0,"['some', 'all', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,15,114
1,"['some', 'all', 'right']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,14,113
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,12,113
0,"['some', 'all', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,15,113
0,"['some', 'most', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,13,113
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,31,113
1,"['some', 'some', 'right']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,10,113
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,15,113
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,15,113
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,28,113
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,30,113
1,"['all', 'most', 'right']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,28,113
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,22,113
1,"['most', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,20,113
0,"['most', 'all', 'wrong']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,23,113
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,15,113
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,26,113
0,"['some', 'all', 'wrong']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,15,113
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,21,113
1,"['most', 'all', 'wrong']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,23,113
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,6,112
1,"['some', 'some', 'right']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,10,112
0,"['none', 'all', 'wrong']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,7,112
0,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,22,112
0,"['some', 'all', 'right']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,14,112
0,"['most', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,18,112
1,"['some', 'all', 'right']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,14,112
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,22,112
0,"['some', 'all', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,15,112
0,"['some', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,11,112
0,"['some', 'most', 'wrong']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,13,112
1,"['some', 'all', 'right']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,14,112
0,"['some', 'some', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,11,112
0,"['none', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,7,112
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,15,112
1,"['most', 'all', 'wrong']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,23,112
1,"['most', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,20,112
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,12,112
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,20,112
1,"['some', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,14,111
0,"['none', 'all', 'right']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,6,111
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,15,111
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,21,111
1,"['none', 'all', 'wrong']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,7,111
1,"['most', 'most', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,20,111
1,"['some', 'some', 'right']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,10,111
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,26,111
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,20,111
1,"['all', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,28,111
1,"['some', 'some', 'right']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,10,111
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,6,111
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,12,111
0,"['most', 'all', 'wrong']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,23,111
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,6,111
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,31,111
0,"['most', 'some', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,19,111
0,"['some', 'some', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,11,111
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,20,110
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,21,110
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,10,110
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,22,110
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,22,110
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,20,110
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,15,110
0,"['most', 'all', 'wrong']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,23,110
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,22,110
0,"['most', 'all', 'wrong']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,23,110
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,10,110
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,12,110
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,12,110
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,31,110
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,27,110
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,21,110
1,"['all', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,28,110
1,"['some', 'all', 'right']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,14,110
0,"['some', 'most', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,13,110
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,15,109
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,21,109
1,"['all', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,28,109
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,12,109
0,"['most', 'all', 'wrong']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,23,109
1,"['most', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,20,109
0,"['none', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,7,109
0,"['most', 'all', 'wrong']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,23,109
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,22,109
1,"['some', 'all', 'right']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,14,109
0,"['most', 'all', 'wrong']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,23,109
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,6,109
0,"['most', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,20,109
0,"['some', 'some', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,11,109
0,"['some', 'all', 'wrong']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,15,109
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,28,109
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,26,109
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,27,109
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,20,109
1,"['most', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,18,109
1,"['most', 'most', 'right']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,20,108
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,21,108
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,21,108
0,"['none', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,7,108
0,"['most', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,19,108
1,"['most', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,20,108
1,"['most', 'most', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,20,108
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,12,108
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,27,108
0,"['most', 'all', 'wrong']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,23,108
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,21,108
0,"['most', 'some', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,19,108
1,"['all', 'some', 'right']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,26,108
1,"['most', 'all', 'wrong']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,23,108
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,31,108
1,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,27,108
1,"['most', 'some', 'right']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,18,108
1,"['most', 'some', 'right']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,18,108
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,15,108
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,27,107
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,26,107
1,"['all', 'most', 'right']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,28,107
0,"['some', 'all', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,15,107
0,"['some', 'most', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,13,107
1,"['most', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,20,107
0,"['most', 'all', 'wrong']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,23,107
1,"['most', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,18,107
0,"['most', 'most', 'wrong']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,21,107
1,"['most', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,20,107
1,"['some', 'most', 'right']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,12,107
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,21,107
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,29,107
1,"['all', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,28,107
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,30,107
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,6,107
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,21,107
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,6,107
0,"['most', 'most', 'wrong']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,21,107
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,22,107
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,15,106
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,20,106
1,"['some', 'all', 'right']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,14,106
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,28,106
0,"['some', 'some', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,11,106
0,"['most', 'all', 'wrong']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,23,106
1,"['all', 'some', 'right']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,26,106
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,29,106
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,15,106
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,21,106
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,27,106
1,"['all', 'some', 'right']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,26,106
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,12,106
0,"['some', 'most', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,13,106
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,31,106
1,"['some', 'all', 'right']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,14,106
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,29,106
1,"['some', 'most', 'right']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,12,106
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,30,106
1,"['all', 'most', 'right']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,28,106
1,"['some', 'all', 'right']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,14,105
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,22,105
0,"['some', 'some', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,11,105
1,"['some', 'most', 'right']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,12,105
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,27,105
0,"['most', 'most', 'right']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,20,105
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,21,105
1,"['all', 'some', 'right']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,26,105
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,15,105
1,"['all', 'some', 'right']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,26,105
1,"['most', 'some', 'right']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,18,105
0,"['most', 'some', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,19,105
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,29,105
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,27,105
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,26,105
1,"['some', 'some', 'right']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,10,105
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,31,105
1,"['some', 'all', 'right']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,14,105
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,22,105
0,"['some', 'most', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,13,105
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,17,26,104
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,20,104
1,"['some', 'all', 'right']","[12, 12, 12, 12, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,5,14,104
0,"['some', 'all', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0]",wideLong,3,0,15,104
0,"['all', 'none', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",wideLong,3,3,25,104
0,"['most', 'some', 'wrong']","[12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,14,19,104
0,"['most', 'most', 'wrong']","[12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,13,21,104
1,"['some', 'all', 'right']","[12, 12, 12, 12, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,8,14,104
0,"['some', 'most', 'wrong']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,13,104
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,4,29,104
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",wideLong,3,11,27,104
1,"['some', 'all', 'right']","[12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,15,14,104
1,"['some', 'most', 'right']","[9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3]",wideLong,3,6,12,104
0,"['most', 'most', 'wrong']","[9, 9, 9, 9, 3, 3, 3, 0, 0, 0, 0]",wideLong,3,2,21,104
1,"['most', 'all', 'right']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,22,104
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,6,104
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,9,6,104
1,"['some', 'most', 'right']","[9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,10,12,104
1,"['some', 'all', 'right']","[12, 12, 12, 12, 9, 9, 9, 3, 3, 3, 3]",wideLong,3,16,14,104
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,18,29,104
1,"['most', 'most', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wideLong,3,7,21,103
1,"['most', 'most', 'right']","[12, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9]",wideLong,3,12,20,103
1,"['some', 'most', 'right']","[9, 9, 9, 9, 9, 9, 9, 0, 0, 0, 0]",wideLong,3,19,12,103
1,"['most', 'some', 'right']","[12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3]",wideLong,3,1,18,103
